date,site,species,no,leaf,weight,
,mp,rosaci,4,4,,
,mp,rosaci,4,5,,
,mp,rosaci,5,1,131.9,
,mp,rosaci,5,2,99.7,
,mp,rosaci,5,3,97.8,
,mp,rosaci,5,4,109,
,mp,rosaci,5,5,95.1,
,mp,rosaci,6,1,80.52,
,mp,rosaci,6,2,134.36,
,mp,rosaci,6,3,113.68,
,mp,rosaci,6,4,58,
,mp,rosaci,6,5,122.4,
,mp,rosaci,7,1,66.6,
,mp,rosaci,7,2,56,
,mp,rosaci,7,3,53.7,
,mp,rosaci,7,4,92.6,
,mp,rosaci,7,5,78.7,
,mp,rosaci,8,1,132.38,
,mp,rosaci,8,2,89,
,mp,rosaci,8,3,100.7,
,mp,rosaci,8,4,104.7,
,mp,rosaci,8,5,,
,mp,rosaci,9,1,110.9,
,mp,rosaci,9,2,85.1,
,mp,rosaci,9,3,134.5,
,mp,rosaci,9,4,81.9,
,mp,rosaci,9,5,57.6,
,mp,rosaci,10,1,92.8,
,mp,rosaci,10,2,138.1,
,mp,rosaci,10,3,109,
,mp,rosaci,10,4,102.2,
,mp,rosaci,10,5,87.5,
,mp,rosgym,1,1,61,
,mp,rosgym,1,2,45.1,
,mp,rosgym,1,3,69,
,mp,rosgym,1,4,45.8,
,mp,rosgym,1,5,44.5,
,mp,rosgym,2,1,38.4,
,mp,rosgym,2,2,23.9,
,mp,rosgym,2,3,54,
,mp,rosgym,2,4,,
,mp,rosgym,2,5,,
,mp,rosgym,3,1,45.6,
,mp,rosgym,3,2,24.2,
,mp,rosgym,3,3,43.3,
,mp,rosgym,3,4,113.7,
,mp,rosgym,3,5,37.4,
,mp,rosgym,4,1,109,
,mp,rosgym,4,2,104.7,
,mp,rosgym,4,3,58.2,
,mp,rosgym,4,4,57.5,
,mp,rosgym,4,5,75.3,
,mp,rosgym,5,1,55.9,
,mp,rosgym,5,2,27.5,
,mp,rosgym,5,3,71,
,mp,rosgym,5,4,64.1,
,mp,rosgym,5,5,64.8,
,mp,rosgym,6,1,64.4,
,mp,rosgym,6,2,48.8,
,mp,rosgym,6,3,42.5,
,mp,rosgym,6,4,55.8,
,mp,rosgym,6,5,49.2,
,mp,rosgym,7,1,32.5,
,mp,rosgym,7,2,55.6,
,mp,rosgym,7,3,40.9,
,mp,rosgym,7,4,48,
,mp,rosgym,7,5,37.5,
,mp,rosgym,8,1,74.6,
,mp,rosgym,8,2,61.3,
,mp,rosgym,8,3,37,
,mp,rosgym,8,4,116.6,
,mp,rosgym,8,5,42.1,
,mp,rosgym,9,1,86.3,
,mp,rosgym,9,2,56.9,
,mp,rosgym,9,3,111.7,
,mp,rosgym,9,4,86.5,
,mp,rosgym,9,5,98.5,
,mp,rosgym,10,1,52.5,
,mp,rosgym,10,2,105.4,
,mp,rosgym,10,3,132.1,
,mp,rosgym,10,4,45.4,
,mp,rosgym,10,5,68.3,
,mp,rosgym,4_02,1,126.4,
,mp,rosgym,4_02,2,75.8,
,mp,rosgym,4_02,3,74.2,
,mp,rosgym,4_02,4,96,
,mp,rosgym,4_02,5,83.2,
,mp,rubpar,1,1,165.48,
,mp,rubpar,1,2,282.8,
,mp,rubpar,1,3,366.3,
,mp,rubpar,1,4,470.95,
,mp,rubpar,1,5,270.71,
,mp,rubpar,2,1,428.7,
,mp,rubpar,2,1,,
,mp,rubpar,2,2,66.1,
,mp,rubpar,2,2,,
,mp,rubpar,2,3,114.3,
,mp,rubpar,2,3,,
,mp,rubpar,2,4,90.2,
,mp,rubpar,2,4,,
,mp,rubpar,2,5,139.5,
,mp,rubpar,2,5,,
,mp,rubpar,3,1,,
,mp,rubpar,3,2,208.4,
,mp,rubpar,3,3,,
,mp,rubpar,3,4,488.8,
,mp,rubpar,3,5,487.9,
,mp,rubpar,4,1,383.8,
,mp,rubpar,4,2,434.1,
,mp,rubpar,4,3,564.4,
,mp,rubpar,4,4,405.2,
,mp,rubpar,4,5,243.1,
,mp,rubpar,5,1,,
,mp,rubpar,5,2,353.96,
,mp,rubpar,5,3,316.49,
,mp,rubpar,5,4,289.62,
,mp,rubpar,5,5,400.51,
,mp,rubpar,6,1,220,
,mp,rubpar,6,2,66.4,
,mp,rubpar,6,3,156.6,
,mp,rubpar,6,4,178.1,
,mp,rubpar,6,5,103.1,
,mp,rubpar,7,1,331.9,
,mp,rubpar,7,1,311.46,
,mp,rubpar,7,2,216.8,
,mp,rubpar,7,2,354.74,
,mp,rubpar,7,3,250.4,
,mp,rubpar,7,3,171.2,
,mp,rubpar,7,4,352.5,
,mp,rubpar,7,4,574.91,
,mp,rubpar,7,5,332.3,
,mp,rubpar,7,5,554,
,mp,rubpar,8,1,232.2,
,mp,rubpar,8,2,286.3,
,mp,rubpar,8,3,459.1,
,mp,rubpar,8,4,149.5,
,mp,rubpar,8,5,198.7,
,mp,rubpar,9,1,430,
,mp,rubpar,9,2,349.3,
,mp,rubpar,9,3,499.2,
,mp,rubpar,9,4,251.1,
,mp,rubpar,9,5,274.5,
,mp,rubpar,10,1,269.5,
,mp,rubpar,10,2,477.4,
,mp,rubpar,10,3,281,
,mp,rubpar,10,4,70.6,
,mp,rubpar,10,5,248.3,
,mp,rubpar,21,1,1301.8,
,mp,rubpar,21,2,358.2,
,mp,rubpar,21,3,362.5,
,mp,rubpar,21,4,1364.3,
,mp,rubpar,21,5,810.4,
,mp,rubpar,1_02,1,475.83,
,mp,rubpar,3_02,1,400.85,
,mp,rubpar,3_02,2,497.99,
,mp,rubpar,3_02,3,173.78,
,mp,rubpar,3_02,4,,
,mp,rubpar,3_02,5,,
,mp,rubspe,1,1,104.1,
,mp,rubspe,1,2,192.7,
,mp,rubspe,1,3,91.4,
,mp,rubspe,1,4,179.4,
,mp,rubspe,1,5,244.6,
,mp,rubspe,3,1,267.3,
,mp,rubspe,3,2,110.4,
,mp,rubspe,3,3,160.4,
,mp,rubspe,3,4,112.2,
,mp,rubspe,3,5,182.1,
,mp,rubspe,4,1,72.5,
,mp,rubspe,4,2,98.5,
,mp,rubspe,4,3,135.4,
,mp,rubspe,4,4,70.6,
,mp,rubspe,4,5,30.3,
,mp,rubspe,5,1,54.3,
,mp,rubspe,5,2,108.6,
,mp,rubspe,5,3,116.6,
,mp,rubspe,5,4,110.2,
,mp,rubspe,5,5,91.2,
,mp,rubspe,6,1,97.8,
,mp,rubspe,6,2,130.1,
,mp,rubspe,6,3,116.3,
,mp,rubspe,6,4,169.1,
,mp,rubspe,6,5,193.9,
,mp,rubspe,7,1,310.6,
,mp,rubspe,7,2,,
,mp,rubspe,7,3,,
,mp,rubspe,7,4,,
,mp,rubspe,7,5,,
,mp,rubspe,8,1,76.5,
,mp,rubspe,8,2,45.7,
,mp,rubspe,8,3,38.6,
,mp,rubspe,8,4,60,
,mp,rubspe,8,5,89.5,
,mp,rubspe,9,1,93.9,
,mp,rubspe,9,2,209,
,mp,rubspe,9,3,78.1,
,mp,rubspe,9,4,57.7,
,mp,rubspe,9,5,75.4,
,mp,rubspe,10,1,358.36,
,mp,rubspe,10,2,290.23,
,mp,rubspe,10,3,133.4,
,mp,rubspe,10,4,254.14,
,mp,rubspe,10,5,334.92,
,mp,rubspe,11,1,186.5,
,mp,rubspe,11,2,233.6,
,mp,rubspe,11,3,181.6,
,mp,rubspe,11,4,202.5,
,mp,rubspe,11,5,237,
,mp,rubspe,12,1,99.6,
,mp,rubspe,12,2,94.5,
,mp,rubspe,12,3,100.4,
,mp,rubspe,12,4,82.1,
,mp,rubspe,12,5,105.9,
,mp,rubspe,13,1,186.1,
,mp,rubspe,13,2,209.5,missing piece 
,mp,rubspe,13,3,197.4,
,mp,rubspe,13,4,137.7,
,mp,rubspe,13,5,89,
,mp,rubspe,14,1,167.44,
,mp,rubspe,14,2,157.12,
,mp,rubspe,14,3,106.87,
,mp,rubspe,14,4,140.82,
,mp,rubspe,14,5,214.25,
,mp,samrac,1,1,373.4,
,mp,samrac,1,2,298.9,
,mp,samrac,1,3,673.2,
,mp,samrac,1,4,274.1,
,mp,samrac,1,5,328.8,
,mp,samrac,2,1,,
,mp,samrac,2,2,1345.4,
,mp,samrac,2,3,1472.2,
,mp,samrac,2,4,1127.4,
,mp,samrac,2,5,820.3,
,mp,samrac,3,1,828.5,
,mp,samrac,3,2,324.1,
,mp,samrac,3,3,347.1,
,mp,samrac,3,4,437.7,
,mp,samrac,3,5,690.4,
,mp,samrac,4,1,491.9,
,mp,samrac,4,2,401.3,
,mp,samrac,4,3,718.6,
,mp,samrac,4,4,642.3,
,mp,samrac,4,5,418.6,
,mp,samrac,5,1,237.6,
,mp,samrac,5,2,325.4,
,mp,samrac,5,3,548.7,
,mp,samrac,5,4,193.8,
,mp,samrac,5,5,398.7,
,mp,samrac,6,1,325.6,
,mp,samrac,6,2,580.9,
,mp,samrac,6,3,310.4,
,mp,samrac,6,4,448,
,mp,samrac,6,5,548.3,
,mp,samrac,7,1,691.1,
,mp,samrac,7,2,659.6,
,mp,samrac,7,3,757.8,
,mp,samrac,7,4,746.9,
,mp,samrac,7,5,348.9,
,mp,samrac,8,1,561.3,
,mp,samrac,8,2,922.2,
,mp,samrac,8,3,630,
,mp,samrac,8,4,355.9,
,mp,samrac,8,5,594.5,650.4
,mp,samrac,9,1,421.8,
,mp,samrac,9,2,375.2,
,mp,samrac,9,3,769.3,
,mp,samrac,9,4,670.8,
,mp,samrac,9,5,628.8,
,mp,samrac,10,1,413.3,
,mp,samrac,10,2,299.3,
,mp,samrac,10,3,415.5,
,mp,samrac,10,4,631.2,
,mp,samrac,10,5,613.7,
,mp,samrac,11,1,800.8,
,mp,samrac,11,2,1322.7,
,mp,samrac,11,3,1344.5,
,mp,samrac,11,4,1170.4,
,mp,samrac,11,5,854.2,
,mp,shecan,2,1,65.67,
,mp,shecan,2,1,,
,mp,shecan,2,2,43.66,
,mp,shecan,2,2,,
,mp,shecan,2,3,54.33,
,mp,shecan,2,3,,
,mp,shecan,2,4,38.56,
,mp,shecan,2,4,,
,mp,shecan,2,5,50.02,
,mp,shecan,2,5,,
,mp,shecan,3,1,,
,mp,shecan,3,2,,
,mp,shecan,3,3,,
,mp,shecan,3,4,,
,mp,shecan,3,5,,
,mp,shecan,4,1,68.3,
,mp,shecan,4,2,57,
,mp,shecan,4,3,41,
,mp,shecan,4,4,60.8,
,mp,shecan,4,5,41.4,
,mp,shecan,5,1,96.7,
,mp,shecan,5,2,55.8,
,mp,shecan,5,3,64.1,
,mp,shecan,5,4,72,
,mp,shecan,5,5,63.5,
,mp,shecan,6,1,,
,mp,shecan,6,2,,
,mp,shecan,6,3,,
,mp,shecan,6,4,,
,mp,shecan,6,5,,
,mp,shecan,7,1,36.43,
,mp,shecan,7,2,47.01,
,mp,shecan,7,3,36.42,
,mp,shecan,7,4,34.22,
,mp,shecan,7,5,40.66,
,mp,shecan,8,1,53.1,
,mp,shecan,8,2,96.8,
,mp,shecan,8,3,37.7,
,mp,shecan,8,4,119.9,
,mp,shecan,8,5,114.5,
,mp,shecan,9,1,80.2,
,mp,shecan,9,2,102.6,
,mp,shecan,9,3,54.4,
,mp,shecan,9,4,115.8,
,mp,shecan,9,5,88.9,
,mp,shecan,10,1,50.1,
,mp,shecan,10,2,31.5,
,mp,shecan,10,3,40.4,
,mp,shecan,10,4,16.4,
,mp,shecan,10,5,24.8,
,mp,shecan,11,1,88.1,
,mp,shecan,11,2,69.1,
,mp,shecan,11,3,135.7,
,mp,shecan,11,4,28.3,
,mp,shecan,11,5,43.7,
,mp,shecan,5_02,1,49.1,
,mp,shecan,5_02,2,41.6,
,mp,shecan,5_02,3,47.9,
,mp,shecan,5_02,4,31.7,
,mp,shecan,5_02,5,33.2,
,mp,shecan,mystery,1,48.6,
,mp,shecan,,2,24.5,
,mp,shecan,,3,22.8,
,mp,shecan,,4,47.7,
,mp,shecan,,5,,
,mp,sorsco,1,1,255.8,
,mp,sorsco,1,2,312.1,
,mp,sorsco,1,3,330.9,
,mp,sorsco,1,4,,
,mp,sorsco,1,5,419.5,
,mp,sorsco,3,1,220.5,
,mp,sorsco,3,2,316.1,
,mp,sorsco,3,3,277.6,
,mp,sorsco,3,4,311,
,mp,sorsco,3,5,218.6,
,mp,sorsco,4,1,291.1,
,mp,sorsco,4,2,168.8,
,mp,sorsco,4,3,493.15,
,mp,sorsco,4,4,492.3,
,mp,sorsco,4,5,492.8,
,mp,sorsco,8,1,334.4,
,mp,sorsco,8,1,,
,mp,sorsco,8,2,762.6,
,mp,sorsco,8,2,,
,mp,sorsco,8,3,251.7,
,mp,sorsco,8,3,,
,mp,sorsco,8,4,,
,mp,sorsco,8,4,777.5,
,mp,sorsco,8,5,,
,mp,sorsco,8,5,784.5,
26-Jun,mp,sorsco,10,1,390.5,
,mp,sorsco,10,2,548.3,
,mp,sorsco,10,3,542.8,
,mp,sorsco,10,4,327.1,
,mp,sorsco,10,5,333.8,
,mp,sorsco,11,1,171.8,
,mp,sorsco,11,2,354.6,
,mp,sorsco,11,3,,
,mp,sorsco,11,4,,
,mp,sorsco,11,5,278.1,
,mp,sorsco,12,1,225.1,
,mp,sorsco,12,1,,
,mp,sorsco,12,2,373.9,
,mp,sorsco,12,2,,
,mp,sorsco,12,3,504.4,
,mp,sorsco,12,3,,
,mp,sorsco,12,4,187.4,
,mp,sorsco,12,4,,
,mp,sorsco,12,5,418.2,
,mp,sorsco,12,5,,
,mp,sorsco,13,1,612.3,
,mp,sorsco,13,1,612.3,
,mp,sorsco,13,2,,
,mp,sorsco,13,2,498.8,
,mp,sorsco,13,3,,
,mp,sorsco,13,3,434.1,
,mp,sorsco,13,4,,
,mp,sorsco,13,4,437.4,
,mp,sorsco,13,5,,
,mp,sorsco,13,5,397.4,
,mp,sorsco,14,1,364.5,
,mp,sorsco,14,2,378.6,
,mp,sorsco,14,3,437.9,
,mp,sorsco,14,4,372,
,mp,sorsco,14,5,303.1,
,mp,sorsco,11_a,1,,
,mp,sorsco,11_a,2,,
,mp,sorsco,11_a,3,475.4,
,mp,sorsco,11_a,4,338.7,
,mp,sorsco,11_a,5,,
,mp,sorsco,11_b,1,419.1,
,mp,sorsco,11_b,2,341.8,
,mp,sorsco,11_b,3,263.9,
,mp,sorsco,11_b,4,513.2,
,mp,sorsco,11_b,5,250.8,
,mp,spibet,1,1,36.48,
,mp,spibet,1,2,23.48,
,mp,spibet,1,3,20.17,
,mp,spibet,1,4,20.63,
,mp,spibet,1,5,29.9,
,mp,spibet,2,1,32.9,
,mp,spibet,2,2,38.7,
,mp,spibet,2,3,39.5,
,mp,spibet,2,4,19.7,
,mp,spibet,2,5,23.2,
,mp,spibet,3,1,48.74,
,mp,spibet,3,2,56.35,
,mp,spibet,3,3,46.29,
,mp,spibet,3,4,30.87,
,mp,spibet,3,5,50.47,
,mp,spibet,4,1,19.6,
,mp,spibet,4,2,33.27,
,mp,spibet,4,3,26.7,
,mp,spibet,4,4,18.52,
,mp,spibet,4,5,33.7,
,mp,spibet,5,1,36.84,
,mp,spibet,5,2,24.02,
,mp,spibet,5,3,22.83,
,mp,spibet,5,4,20.78,
,mp,spibet,5,5,23.87,
23-Jun,mp,spibet,6,1,18.35,
,mp,spibet,6,2,20.42,
,mp,spibet,6,3,32.24,
,mp,spibet,6,4,25.44,
,mp,spibet,6,5,33.25,
,mp,spibet,7,1,15.85,
,mp,spibet,7,2,21,
,mp,spibet,7,3,17.2,
,mp,spibet,7,4,21.73,
,mp,spibet,7,5,11.3,
,mp,spibet,8,1,29.4,
,mp,spibet,8,2,26.2,
,mp,spibet,8,3,42.9,
,mp,spibet,8,4,36.7,
,mp,spibet,8,5,31.5,
,mp,spibet,9,1,30.7,
,mp,spibet,9,2,21.1,
,mp,spibet,9,3,21.9,
,mp,spibet,9,4,27.8,
,mp,spibet,9,5,32.1,
,mp,spibet,10,1,18.2,
,mp,spibet,10,2,20.7,
,mp,spibet,10,3,18.6,
,mp,spibet,10,4,17.8,
,mp,spibet,10,5,23.6,
,mp,spidou,1,1,,
,mp,spidou,1,2,,
,mp,spidou,1,3,,
,mp,spidou,1,4,,
,mp,spidou,1,5,,
,mp,spidou,2,1,19.6,
,mp,spidou,2,2,17.6,
,mp,spidou,2,3,20.6,
,mp,spidou,2,4,24.1,
,mp,spidou,2,5,22.4,
,mp,spidou,3,1,15.89,
,mp,spidou,3,2,13.22,
,mp,spidou,3,3,14.54,
,mp,spidou,3,4,12.16,
,mp,spidou,3,5,9.17,
,mp,spipyr,1,1,26.3,
,mp,spipyr,1,2,12.4,
,mp,spipyr,1,3,13.3,
,mp,spipyr,1,4,15.1,
,mp,spipyr,1,5,18.1,
,mp,spipyr,2,1,24.51,
,mp,spipyr,2,2,16.44,
,mp,spipyr,2,3,22.69,
,mp,spipyr,2,4,11.3,
,mp,spipyr,2,5,11.29,
,mp,spipyr,3,1,21.36,
,mp,spipyr,3,2,22.53,
,mp,spipyr,3,3,17.92,
,mp,spipyr,3,4,16.99,
,mp,spipyr,3,5,18.31,
,mp,spipyr,4,1,10.4,
,mp,spipyr,4,2,7.4,
,mp,spipyr,4,3,10.9,
,mp,spipyr,4,4,11.7,
,mp,spipyr,4,5,11.1,
,mp,spipyr,5,1,13.2,
,mp,spipyr,5,2,12.8,
,mp,spipyr,5,3,12.2,
,mp,spipyr,5,4,12.1,
,mp,spipyr,5,5,18.2,
,mp,spipyr,6,1,26.1,
,mp,spipyr,6,2,16.3,
,mp,spipyr,6,3,24.2,
,mp,spipyr,6,4,29.5,
,mp,spipyr,6,5,21.2,
,mp,spipyr,7,1,34.9,
,mp,spipyr,7,2,29.9,
,mp,spipyr,7,3,30.9,
,mp,spipyr,7,4,34.6,
,mp,spipyr,7,5,32.8,
,mp,spipyr,8,1,21,
,mp,spipyr,8,2,22,
,mp,spipyr,8,3,18.9,
,mp,spipyr,8,4,22.1,
,mp,spipyr,8,5,8.6,
,mp,spipyr,9,1,19,
,mp,spipyr,9,2,20,
,mp,spipyr,9,3,12.2,
,mp,spipyr,9,4,15.5,
,mp,spipyr,9,5,56.3,
,mp,spipyr,10,1,13.69,
,mp,spipyr,10,2,20.18,
,mp,spipyr,10,3,12.74,
,mp,spipyr,10,4,20.52,
,mp,spipyr,10,5,21.69,
,mp,spipyr,1_02,1,22.77,
,mp,spipyr,1_02,2,11.33,
,mp,spipyr,1_02,3,17.17,
,mp,spipyr,1_02,4,16.87,
,mp,spipyr,1_02,5,17.77,
,mp,symalb,1,1,23.7,
,mp,symalb,1,2,17.3,
,mp,symalb,1,3,11.3,
,mp,symalb,1,4,25.4,
,mp,symalb,1,5,16.2,
,mp,symalb,3,1,39.6,
,mp,symalb,3,2,32.5,
,mp,symalb,3,3,64.4,
,mp,symalb,3,4,29.3,
,mp,symalb,3,5,30.2,
,mp,symalb,4,1,18.9,
,mp,symalb,4,2,26.7,
,mp,symalb,4,3,33.3,
,mp,symalb,4,4,22.3,
,mp,symalb,4,5,23.9,
,mp,symalb,5,1,32.6,
,mp,symalb,5,2,15,
,mp,symalb,5,3,25.5,
,mp,symalb,5,4,34.6,
,mp,symalb,5,5,26.2,
,mp,symalb,6,1,38.1,
,mp,symalb,6,2,30.1,
,mp,symalb,6,3,23.1,
,mp,symalb,6,4,43,
,mp,symalb,6,5,16.3,
,mp,symalb,7,1,22.1,
,mp,symalb,7,2,28.6,
,mp,symalb,7,3,28.9,
,mp,symalb,7,4,16.8,
,mp,symalb,7,5,18.9,
,mp,symalb,8,1,14.4,
,mp,symalb,8,2,14.6,
,mp,symalb,8,3,15.3,
,mp,symalb,8,4,15.2,
,mp,symalb,8,5,17.8,
,mp,symalb,9,1,18.8,
,mp,symalb,9,2,28.3,
,mp,symalb,9,3,18.4,
,mp,symalb,9,4,19.8,
,mp,symalb,9,5,17.7,
,mp,symalb,10,1,12,
,mp,symalb,10,2,12.4,
,mp,symalb,10,3,18.4,
,mp,symalb,10,4,10.8,
,mp,symalb,10,5,17.3,
,mp,symalb,11,1,15.7,
,mp,symalb,11,2,15.8,
,mp,symalb,11,3,18.7,
,mp,symalb,11,4,20.8,
,mp,symalb,11,5,19,
,mp,vacmem,1,1,4,
,mp,vacmem,1,2,6.1,
,mp,vacmem,1,3,12.4,
,mp,vacmem,1,4,5.7,
,mp,vacmem,1,5,6.3,
,mp,vacmem,3,1,37.4,
,mp,vacmem,3,2,35.8,
,mp,vacmem,3,3,57,
,mp,vacmem,3,4,31.7,
,mp,vacmem,3,5,55.2,
,mp,vacmem,4,1,19.9,
,mp,vacmem,4,2,22.9,
,mp,vacmem,4,3,22,
,mp,vacmem,4,4,14.8,
,mp,vacmem,4,5,20,
,mp,vacmem,5,1,19.4,
,mp,vacmem,5,1,26.1,
,mp,vacmem,5,2,20.6,
,mp,vacmem,5,2,45.6,
,mp,vacmem,5,3,23.9,
,mp,vacmem,5,3,55.4,
,mp,vacmem,5,4,18.3,
,mp,vacmem,5,4,43.1,
,mp,vacmem,5,5,12.9,
,mp,vacmem,5,5,39.6,
,mp,vacmem,7,1,14.8,
,mp,vacmem,7,2,19.9,
,mp,vacmem,7,3,30.6,
,mp,vacmem,7,4,17.9,
,mp,vacmem,7,5,11.4,
,mp,vacmem,8,1,26.8,
,mp,vacmem,8,2,13.7,
,mp,vacmem,8,3,21.3,
,mp,vacmem,8,4,15.6,
,mp,vacmem,8,5,15.8,
,mp,vacmem,9,1,31.4,
,mp,vacmem,9,2,20.3,
,mp,vacmem,9,3,28.8,
,mp,vacmem,9,4,32.7,
,mp,vacmem,9,5,36.9,
,mp,vacmem,11,1,20,
,mp,vacmem,11,2,25.1,
,mp,vacmem,11,3,36.2,
,mp,vacmem,11,4,20.6,
,mp,vacmem,11,5,18,
,mp,vacmem,12,1,20.6,
,mp,vacmem,12,2,28,
,mp,vacmem,12,3,16,
,mp,vacmem,12,4,20.6,
,mp,vacmem,12,5,18.2,
,mp,vibedu,1,1,87.8,
,mp,vibedu,2,1,265.9,
,mp,vibedu,2,2,165.5,
,mp,vibedu,2,3,132.7,
,mp,vibedu,2,4,221.5,
,mp,vibedu,2,5,246.2,
,mp,vibedu,4,1,96.6,
,mp,vibedu,4,2,102.8,
,mp,vibedu,4,3,126.4,
,mp,vibedu,4,4,132.3,
,mp,vibedu,4,5,83.6,
,mp,vibedu,5,1,377.4,
,mp,vibedu,5,2,1135.7,176.7
,mp,vibedu,5,3,184.5,
,mp,vibedu,5,4,152.4,171.2
,mp,vibedu,5,5,198.3,
,mp,vibedu,7,1,147.4,
,mp,vibedu,7,2,109.3,
,mp,vibedu,7,3,132.5,
,mp,vibedu,7,4,180,
,mp,vibedu,7,5,56,
,mp,vibedu,8,1,227.2,
,mp,vibedu,8,2,83.1,"had ""?"" next to leaf number in data sheet"
,mp,vibedu,8,3,178.7,
,mp,vibedu,8,4,150.4,
,mp,vibedu,8,5,184.3,
,mp,vibedu,9,1,166.2,
,mp,vibedu,9,2,104.9,
,mp,vibedu,9,3,79.3,
,mp,vibedu,9,4,112.8,
,mp,vibedu,9,5,136.2,
,mp,vibedu,10,1,121.3,
,mp,vibedu,10,2,136.3,
,mp,vibedu,10,3,202.2,
,mp,vibedu,10,4,206,
,mp,vibedu,10,5,157,
,mp,vibedu,12,1,223.8,
,mp,vibedu,12,2,130.3,
,mp,vibedu,12,3,80.4,
,mp,vibedu,12,4,132.8,
,mp,vibedu,12,5,239.6,
,mp,vibedu,13,1,113,
,mp,vibedu,13,2,106.7,
,mp,vibedu,13,3,106.4,
,mp,vibedu,13,4,92.5,
,mp,vibedu,13,5,159.8,
,mp,vibedu,14,1,,
,mp,vibedu,14,2,238.9,
,mp,vibedu,14,3,107.4,154.6
,mp,vibedu,14,4,173.7,
,mp,vibedu,14,5,71.5,
,mp,vibedu,,2,182.6,
,mp,vibedu,,3,141,
,mp,vibedu,,4,165.8,
,mp,vibedu,,5,88.5,
30-May,sm,acegla,2,1,110.5,
30-May,sm,acegla,2,2,157,
30-May,sm,acegla,2,3,179.7,
30-May,sm,acegla,2,4,88,
30-May,sm,acegla,2,5,183.7,
04-Jun,sm,acegla,3,1,226.2,
04-Jun,sm,acegla,3,2,194,
04-Jun,sm,acegla,3,3,160.5,
04-Jun,sm,acegla,3,4,250.1,
04-Jun,sm,acegla,3,5,250.3,
01-Jun,sm,acegla,7,1,109.6,
01-Jun,sm,acegla,7,2,108.5,
01-Jun,sm,acegla,7,3,208.7,
01-Jun,sm,acegla,7,4,127.5,
01-Jun,sm,acegla,7,5,226,
01-Jun,sm,acegla,8,1,78.3,
01-Jun,sm,acegla,8,2,102,
01-Jun,sm,acegla,8,3,95.5,
01-Jun,sm,acegla,8,4,91.9,
01-Jun,sm,acegla,8,5,94.8,
29-May,sm,acegla,9,1,147.8,
29-May,sm,acegla,9,2,142,
29-May,sm,acegla,9,3,87.3,
29-May,sm,acegla,9,4,116.7,
29-May,sm,acegla,9,5,99.6,
29-May,sm,acegla,10,1,164.9,
29-May,sm,acegla,10,2,113.3,
29-May,sm,acegla,10,3,139.9,
29-May,sm,acegla,10,4,98.2,
29-May,sm,acegla,10,5,142,
30-May,sm,acegla,11,1,123.2,
30-May,sm,acegla,11,2,65.4,
30-May,sm,acegla,11,3,124,
30-May,sm,acegla,11,4,125.5,
30-May,sm,acegla,11,5,123.9,
01-Jun,sm,acegla,13,1,183,
01-Jun,sm,acegla,13,2,157.3,
01-Jun,sm,acegla,13,3,111.5,
01-Jun,sm,acegla,13,4,154.8,
01-Jun,sm,acegla,13,5,182.2,
01-Jun,sm,acegla,14,1,141.9,
01-Jun,sm,acegla,14,2,143.7,
01-Jun,sm,acegla,14,3,135.4,
01-Jun,sm,acegla,14,4,83.7,
01-Jun,sm,acegla,14,5,81.7,
01-Jun,sm,acegla,15,1,98.3,
01-Jun,sm,acegla,15,2,159.3,
01-Jun,sm,acegla,15,3,213.3,
01-Jun,sm,acegla,15,4,122.8,
01-Jun,sm,acegla,15,5,199.2,
01-Jun,sm,alninc,1,1,313.3,
01-Jun,sm,alninc,1,2,204.3,
01-Jun,sm,alninc,1,3,195.3,
01-Jun,sm,alninc,1,4,243,
01-Jun,sm,alninc,1,5,229.6,
01-Jun,sm,alninc,2,1,63.1,
01-Jun,sm,alninc,2,2,92.4,
01-Jun,sm,alninc,2,3,79.7,
01-Jun,sm,alninc,2,4,68.6,
01-Jun,sm,alninc,2,5,56.4,
01-Jun,sm,alninc,3,1,170.8,
01-Jun,sm,alninc,3,2,198.6,
01-Jun,sm,alninc,3,3,78,
01-Jun,sm,alninc,3,4,101.6,
01-Jun,sm,alninc,3,5,101.5,
01-Jun,sm,alninc,4,1,50.5,
01-Jun,sm,alninc,4,2,54.7,
01-Jun,sm,alninc,4,3,63.8,
01-Jun,sm,alninc,4,4,53.9,
01-Jun,sm,alninc,4,5,84.7,
01-Jun,sm,alninc,5,1,79.6,
01-Jun,sm,alninc,5,2,84.5,
01-Jun,sm,alninc,5,3,91.4,
01-Jun,sm,alninc,5,4,65.5,
01-Jun,sm,alninc,5,5,85,
,sm,alninc,8,1,114.8,
,sm,alninc,8,2,103,
,sm,alninc,8,3,74.6,
,sm,alninc,8,4,113.5,
,sm,alninc,8,5,114.7,
05-Jun,sm,alninc,19,1,173.1,
05-Jun,sm,alninc,19,2,116.8,
05-Jun,sm,alninc,19,3,156.2,
05-Jun,sm,alninc,19,4,97,
05-Jun,sm,alninc,19,5,122.7,
05-Jun,sm,alninc,20,1,149.2,
05-Jun,sm,alninc,20,2,89.4,
05-Jun,sm,alninc,20,3,104.5,
05-Jun,sm,alninc,20,4,121.3,
05-Jun,sm,alninc,20,5,123.3,
03-Jun,sm,alninc,1_02,1,64.6,
,sm,alninc,1_02,1,129.2,
03-Jun,sm,alninc,1_02,2,68,
,sm,alninc,1_02,2,103.3,
03-Jun,sm,alninc,1_02,3,71.8,
